"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PPP","TOT","NATUSD","A","2000",1.311113,
"AUS","PPP","TOT","NATUSD","A","2001",1.328591,
"AUS","PPP","TOT","NATUSD","A","2002",1.33649,
"AUS","PPP","TOT","NATUSD","A","2003",1.355785,
"AUS","PPP","TOT","NATUSD","A","2004",1.365561,
"AUS","PPP","TOT","NATUSD","A","2005",1.388356,
"AUS","PPP","TOT","NATUSD","A","2006",1.403273,
"AUS","PPP","TOT","NATUSD","A","2007",1.426976,
"AUS","PPP","TOT","NATUSD","A","2008",1.479073,
"AUS","PPP","TOT","NATUSD","A","2009",1.441513,
"AUS","PPP","TOT","NATUSD","A","2010",1.501886,
"AUS","PPP","TOT","NATUSD","A","2011",1.511052,
"AUS","PPP","TOT","NATUSD","A","2012",1.540115,
"AUS","PPP","TOT","NATUSD","A","2013",1.447123,
"AUS","PPP","TOT","NATUSD","A","2014",1.452489,
"AUS","PPP","TOT","NATUSD","A","2015",1.474079,
"AUS","PPP","TOT","NATUSD","A","2016",1.451201,
"AUS","PPP","TOT","NATUSD","A","2017",1.444458,
"AUS","PPP","TOT","NATUSD","A","2018",1.432694,
"AUT","PPP","TOT","NATUSD","A","2000",0.907495,
"AUT","PPP","TOT","NATUSD","A","2001",0.922782,
"AUT","PPP","TOT","NATUSD","A","2002",0.899797,
"AUT","PPP","TOT","NATUSD","A","2003",0.889153,
"AUT","PPP","TOT","NATUSD","A","2004",0.878879,
"AUT","PPP","TOT","NATUSD","A","2005",0.881939,
"AUT","PPP","TOT","NATUSD","A","2006",0.860918,
"AUT","PPP","TOT","NATUSD","A","2007",0.869018,
"AUT","PPP","TOT","NATUSD","A","2008",0.854424,
"AUT","PPP","TOT","NATUSD","A","2009",0.843558,
"AUT","PPP","TOT","NATUSD","A","2010",0.842258,
"AUT","PPP","TOT","NATUSD","A","2011",0.831374,
"AUT","PPP","TOT","NATUSD","A","2012",0.813648,
"AUT","PPP","TOT","NATUSD","A","2013",0.797081,
"AUT","PPP","TOT","NATUSD","A","2014",0.798797,
"AUT","PPP","TOT","NATUSD","A","2015",0.798599,
"AUT","PPP","TOT","NATUSD","A","2016",0.789364,
"AUT","PPP","TOT","NATUSD","A","2017",0.780367,
"AUT","PPP","TOT","NATUSD","A","2018",0.786189,
"BEL","PPP","TOT","NATUSD","A","2000",0.899989,
"BEL","PPP","TOT","NATUSD","A","2001",0.892256,
"BEL","PPP","TOT","NATUSD","A","2002",0.8733,
"BEL","PPP","TOT","NATUSD","A","2003",0.877084,
"BEL","PPP","TOT","NATUSD","A","2004",0.889136,
"BEL","PPP","TOT","NATUSD","A","2005",0.891788,
"BEL","PPP","TOT","NATUSD","A","2006",0.875177,
"BEL","PPP","TOT","NATUSD","A","2007",0.879823,
"BEL","PPP","TOT","NATUSD","A","2008",0.86694,
"BEL","PPP","TOT","NATUSD","A","2009",0.849935,
"BEL","PPP","TOT","NATUSD","A","2010",0.836639,
"BEL","PPP","TOT","NATUSD","A","2011",0.831911,
"BEL","PPP","TOT","NATUSD","A","2012",0.822137,
"BEL","PPP","TOT","NATUSD","A","2013",0.806166,
"BEL","PPP","TOT","NATUSD","A","2014",0.800214,
"BEL","PPP","TOT","NATUSD","A","2015",0.799784,
"BEL","PPP","TOT","NATUSD","A","2016",0.793648,
"BEL","PPP","TOT","NATUSD","A","2017",0.781355,
"BEL","PPP","TOT","NATUSD","A","2018",0.783091,
"CAN","PPP","TOT","NATUSD","A","2000",1.22757,
"CAN","PPP","TOT","NATUSD","A","2001",1.221141,
"CAN","PPP","TOT","NATUSD","A","2002",1.229333,
"CAN","PPP","TOT","NATUSD","A","2003",1.226125,
"CAN","PPP","TOT","NATUSD","A","2004",1.233146,
"CAN","PPP","TOT","NATUSD","A","2005",1.213644,
"CAN","PPP","TOT","NATUSD","A","2006",1.205655,
"CAN","PPP","TOT","NATUSD","A","2007",1.213081,
"CAN","PPP","TOT","NATUSD","A","2008",1.23439,
"CAN","PPP","TOT","NATUSD","A","2009",1.20131,
"CAN","PPP","TOT","NATUSD","A","2010",1.221601,
"CAN","PPP","TOT","NATUSD","A","2011",1.239904,
"CAN","PPP","TOT","NATUSD","A","2012",1.244607,
"CAN","PPP","TOT","NATUSD","A","2013",1.224,
"CAN","PPP","TOT","NATUSD","A","2014",1.230358,
"CAN","PPP","TOT","NATUSD","A","2015",1.248004,
"CAN","PPP","TOT","NATUSD","A","2016",1.245164,
"CAN","PPP","TOT","NATUSD","A","2017",1.252006,
"CAN","PPP","TOT","NATUSD","A","2018",1.244715,
"CZE","PPP","TOT","NATUSD","A","2000",14.330436,
"CZE","PPP","TOT","NATUSD","A","2001",14.320313,
"CZE","PPP","TOT","NATUSD","A","2002",14.458321,
"CZE","PPP","TOT","NATUSD","A","2003",14.191736,
"CZE","PPP","TOT","NATUSD","A","2004",14.439285,
"CZE","PPP","TOT","NATUSD","A","2005",14.562493,
"CZE","PPP","TOT","NATUSD","A","2006",14.429523,
"CZE","PPP","TOT","NATUSD","A","2007",14.272567,
"CZE","PPP","TOT","NATUSD","A","2008",13.916713,
"CZE","PPP","TOT","NATUSD","A","2009",13.635638,
"CZE","PPP","TOT","NATUSD","A","2010",13.673097,
"CZE","PPP","TOT","NATUSD","A","2011",13.345305,
"CZE","PPP","TOT","NATUSD","A","2012",13.297699,
"CZE","PPP","TOT","NATUSD","A","2013",12.785271,
"CZE","PPP","TOT","NATUSD","A","2014",12.70321,
"CZE","PPP","TOT","NATUSD","A","2015",12.934509,
"CZE","PPP","TOT","NATUSD","A","2016",12.808315,
"CZE","PPP","TOT","NATUSD","A","2017",12.530576,
"CZE","PPP","TOT","NATUSD","A","2018",12.618271,
"DNK","PPP","TOT","NATUSD","A","2000",8.670098,
"DNK","PPP","TOT","NATUSD","A","2001",8.69077,
"DNK","PPP","TOT","NATUSD","A","2002",8.561606,
"DNK","PPP","TOT","NATUSD","A","2003",8.657446,
"DNK","PPP","TOT","NATUSD","A","2004",8.467542,
"DNK","PPP","TOT","NATUSD","A","2005",8.569438,
"DNK","PPP","TOT","NATUSD","A","2006",8.295715,
"DNK","PPP","TOT","NATUSD","A","2007",8.170339,
"DNK","PPP","TOT","NATUSD","A","2008",7.944128,
"DNK","PPP","TOT","NATUSD","A","2009",7.729549,
"DNK","PPP","TOT","NATUSD","A","2010",7.591444,
"DNK","PPP","TOT","NATUSD","A","2011",7.466492,
"DNK","PPP","TOT","NATUSD","A","2012",7.564136,
"DNK","PPP","TOT","NATUSD","A","2013",7.354846,
"DNK","PPP","TOT","NATUSD","A","2014",7.328674,
"DNK","PPP","TOT","NATUSD","A","2015",7.303397,
"DNK","PPP","TOT","NATUSD","A","2016",7.232726,
"DNK","PPP","TOT","NATUSD","A","2017",6.950601,
"DNK","PPP","TOT","NATUSD","A","2018",6.958792,
"FIN","PPP","TOT","NATUSD","A","2000",0.983987,
"FIN","PPP","TOT","NATUSD","A","2001",1.002519,
"FIN","PPP","TOT","NATUSD","A","2002",0.998133,
"FIN","PPP","TOT","NATUSD","A","2003",1.003113,
"FIN","PPP","TOT","NATUSD","A","2004",0.974098,
"FIN","PPP","TOT","NATUSD","A","2005",0.979424,
"FIN","PPP","TOT","NATUSD","A","2006",0.953853,
"FIN","PPP","TOT","NATUSD","A","2007",0.93572,
"FIN","PPP","TOT","NATUSD","A","2008",0.912125,
"FIN","PPP","TOT","NATUSD","A","2009",0.896318,
"FIN","PPP","TOT","NATUSD","A","2010",0.900548,
"FIN","PPP","TOT","NATUSD","A","2011",0.898068,
"FIN","PPP","TOT","NATUSD","A","2012",0.908495,
"FIN","PPP","TOT","NATUSD","A","2013",0.905357,
"FIN","PPP","TOT","NATUSD","A","2014",0.90721,
"FIN","PPP","TOT","NATUSD","A","2015",0.907504,
"FIN","PPP","TOT","NATUSD","A","2016",0.899145,
"FIN","PPP","TOT","NATUSD","A","2017",0.877078,
"FIN","PPP","TOT","NATUSD","A","2018",0.877552,
"FRA","PPP","TOT","NATUSD","A","2000",0.93024,
"FRA","PPP","TOT","NATUSD","A","2001",0.911567,
"FRA","PPP","TOT","NATUSD","A","2002",0.900678,
"FRA","PPP","TOT","NATUSD","A","2003",0.930925,
"FRA","PPP","TOT","NATUSD","A","2004",0.935979,
"FRA","PPP","TOT","NATUSD","A","2005",0.916458,
"FRA","PPP","TOT","NATUSD","A","2006",0.895617,
"FRA","PPP","TOT","NATUSD","A","2007",0.889631,
"FRA","PPP","TOT","NATUSD","A","2008",0.881874,
"FRA","PPP","TOT","NATUSD","A","2009",0.862789,
"FRA","PPP","TOT","NATUSD","A","2010",0.8547,
"FRA","PPP","TOT","NATUSD","A","2011",0.841361,
"FRA","PPP","TOT","NATUSD","A","2012",0.844301,
"FRA","PPP","TOT","NATUSD","A","2013",0.811643,
"FRA","PPP","TOT","NATUSD","A","2014",0.807565,
"FRA","PPP","TOT","NATUSD","A","2015",0.808478,
"FRA","PPP","TOT","NATUSD","A","2016",0.794704,
"FRA","PPP","TOT","NATUSD","A","2017",0.775574,
"FRA","PPP","TOT","NATUSD","A","2018",0.774715,
"DEU","PPP","TOT","NATUSD","A","2000",0.943081,
"DEU","PPP","TOT","NATUSD","A","2001",0.929579,
"DEU","PPP","TOT","NATUSD","A","2002",0.913257,
"DEU","PPP","TOT","NATUSD","A","2003",0.89693,
"DEU","PPP","TOT","NATUSD","A","2004",0.875861,
"DEU","PPP","TOT","NATUSD","A","2005",0.872721,
"DEU","PPP","TOT","NATUSD","A","2006",0.848455,
"DEU","PPP","TOT","NATUSD","A","2007",0.838113,
"DEU","PPP","TOT","NATUSD","A","2008",0.820401,
"DEU","PPP","TOT","NATUSD","A","2009",0.81094,
"DEU","PPP","TOT","NATUSD","A","2010",0.805105,
"DEU","PPP","TOT","NATUSD","A","2011",0.788739,
"DEU","PPP","TOT","NATUSD","A","2012",0.787246,
"DEU","PPP","TOT","NATUSD","A","2013",0.774784,
"DEU","PPP","TOT","NATUSD","A","2014",0.768937,
"DEU","PPP","TOT","NATUSD","A","2015",0.777913,
"DEU","PPP","TOT","NATUSD","A","2016",0.768617,
"DEU","PPP","TOT","NATUSD","A","2017",0.754169,
"DEU","PPP","TOT","NATUSD","A","2018",0.759849,
"GRC","PPP","TOT","NATUSD","A","2000",0.66968,
"GRC","PPP","TOT","NATUSD","A","2001",0.66837,
"GRC","PPP","TOT","NATUSD","A","2002",0.662967,
"GRC","PPP","TOT","NATUSD","A","2003",0.685841,
"GRC","PPP","TOT","NATUSD","A","2004",0.695147,
"GRC","PPP","TOT","NATUSD","A","2005",0.708976,
"GRC","PPP","TOT","NATUSD","A","2006",0.693174,
"GRC","PPP","TOT","NATUSD","A","2007",0.719012,
"GRC","PPP","TOT","NATUSD","A","2008",0.707951,
"GRC","PPP","TOT","NATUSD","A","2009",0.704287,
"GRC","PPP","TOT","NATUSD","A","2010",0.722034,
"GRC","PPP","TOT","NATUSD","A","2011",0.713163,
"GRC","PPP","TOT","NATUSD","A","2012",0.684663,
"GRC","PPP","TOT","NATUSD","A","2013",0.631286,
"GRC","PPP","TOT","NATUSD","A","2014",0.611135,
"GRC","PPP","TOT","NATUSD","A","2015",0.608907,
"GRC","PPP","TOT","NATUSD","A","2016",0.600497,
"GRC","PPP","TOT","NATUSD","A","2017",0.586328,
"GRC","PPP","TOT","NATUSD","A","2018",0.581858,
"HUN","PPP","TOT","NATUSD","A","2000",110.071356,
"HUN","PPP","TOT","NATUSD","A","2001",114.392388,
"HUN","PPP","TOT","NATUSD","A","2002",118.141282,
"HUN","PPP","TOT","NATUSD","A","2003",122.1475,
"HUN","PPP","TOT","NATUSD","A","2004",128.499086,
"HUN","PPP","TOT","NATUSD","A","2005",130.929945,
"HUN","PPP","TOT","NATUSD","A","2006",131.627096,
"HUN","PPP","TOT","NATUSD","A","2007",134.196467,
"HUN","PPP","TOT","NATUSD","A","2008",131.005355,
"HUN","PPP","TOT","NATUSD","A","2009",127.664108,
"HUN","PPP","TOT","NATUSD","A","2010",126.420729,
"HUN","PPP","TOT","NATUSD","A","2011",124.271836,
"HUN","PPP","TOT","NATUSD","A","2012",125.623608,
"HUN","PPP","TOT","NATUSD","A","2013",124.979432,
"HUN","PPP","TOT","NATUSD","A","2014",129.414974,
"HUN","PPP","TOT","NATUSD","A","2015",132.517954,
"HUN","PPP","TOT","NATUSD","A","2016",134.615415,
"HUN","PPP","TOT","NATUSD","A","2017",136.068883,
"HUN","PPP","TOT","NATUSD","A","2018",140.411713,
"ISL","PPP","TOT","NATUSD","A","2000",84.721822,
"ISL","PPP","TOT","NATUSD","A","2001",88.284061,
"ISL","PPP","TOT","NATUSD","A","2002",91.105413,
"ISL","PPP","TOT","NATUSD","A","2003",92.710898,
"ISL","PPP","TOT","NATUSD","A","2004",93.371814,
"ISL","PPP","TOT","NATUSD","A","2005",95.840665,
"ISL","PPP","TOT","NATUSD","A","2006",101.738314,
"ISL","PPP","TOT","NATUSD","A","2007",107.464672,
"ISL","PPP","TOT","NATUSD","A","2008",114.527003,
"ISL","PPP","TOT","NATUSD","A","2009",121.950919,
"ISL","PPP","TOT","NATUSD","A","2010",132.891539,
"ISL","PPP","TOT","NATUSD","A","2011",135.152004,
"ISL","PPP","TOT","NATUSD","A","2012",136.96767,
"ISL","PPP","TOT","NATUSD","A","2013",137.022617,
"ISL","PPP","TOT","NATUSD","A","2014",138.547869,
"ISL","PPP","TOT","NATUSD","A","2015",141.936844,
"ISL","PPP","TOT","NATUSD","A","2016",141.893267,
"ISL","PPP","TOT","NATUSD","A","2017",137.725092,
"ISL","PPP","TOT","NATUSD","A","2018",138.327878,
"IRL","PPP","TOT","NATUSD","A","2000",0.943818,
"IRL","PPP","TOT","NATUSD","A","2001",0.969225,
"IRL","PPP","TOT","NATUSD","A","2002",0.981997,
"IRL","PPP","TOT","NATUSD","A","2003",1.005049,
"IRL","PPP","TOT","NATUSD","A","2004",0.992056,
"IRL","PPP","TOT","NATUSD","A","2005",1.011707,
"IRL","PPP","TOT","NATUSD","A","2006",0.979248,
"IRL","PPP","TOT","NATUSD","A","2007",0.958719,
"IRL","PPP","TOT","NATUSD","A","2008",0.944447,
"IRL","PPP","TOT","NATUSD","A","2009",0.901099,
"IRL","PPP","TOT","NATUSD","A","2010",0.84957,
"IRL","PPP","TOT","NATUSD","A","2011",0.831513,
"IRL","PPP","TOT","NATUSD","A","2012",0.823072,
"IRL","PPP","TOT","NATUSD","A","2013",0.811228,
"IRL","PPP","TOT","NATUSD","A","2014",0.819041,
"IRL","PPP","TOT","NATUSD","A","2015",0.809469,
"IRL","PPP","TOT","NATUSD","A","2016",0.810133,
"IRL","PPP","TOT","NATUSD","A","2017",0.796521,
"IRL","PPP","TOT","NATUSD","A","2018",0.802416,
"ITA","PPP","TOT","NATUSD","A","2000",0.805249,
"ITA","PPP","TOT","NATUSD","A","2001",0.816175,
"ITA","PPP","TOT","NATUSD","A","2002",0.823489,
"ITA","PPP","TOT","NATUSD","A","2003",0.834388,
"ITA","PPP","TOT","NATUSD","A","2004",0.85264,
"ITA","PPP","TOT","NATUSD","A","2005",0.855139,
"ITA","PPP","TOT","NATUSD","A","2006",0.823696,
"ITA","PPP","TOT","NATUSD","A","2007",0.810164,
"ITA","PPP","TOT","NATUSD","A","2008",0.783694,
"ITA","PPP","TOT","NATUSD","A","2009",0.771164,
"ITA","PPP","TOT","NATUSD","A","2010",0.77319,
"ITA","PPP","TOT","NATUSD","A","2011",0.758687,
"ITA","PPP","TOT","NATUSD","A","2012",0.747731,
"ITA","PPP","TOT","NATUSD","A","2013",0.737299,
"ITA","PPP","TOT","NATUSD","A","2014",0.739644,
"ITA","PPP","TOT","NATUSD","A","2015",0.738495,
"ITA","PPP","TOT","NATUSD","A","2016",0.713846,
"ITA","PPP","TOT","NATUSD","A","2017",0.69628,
"ITA","PPP","TOT","NATUSD","A","2018",0.698384,
"JPN","PPP","TOT","NATUSD","A","2000",154.717851,
"JPN","PPP","TOT","NATUSD","A","2001",149.724877,
"JPN","PPP","TOT","NATUSD","A","2002",143.774205,
"JPN","PPP","TOT","NATUSD","A","2003",139.516091,
"JPN","PPP","TOT","NATUSD","A","2004",134.363065,
"JPN","PPP","TOT","NATUSD","A","2005",129.551955,
"JPN","PPP","TOT","NATUSD","A","2006",124.536829,
"JPN","PPP","TOT","NATUSD","A","2007",120.394201,
"JPN","PPP","TOT","NATUSD","A","2008",116.845814,
"JPN","PPP","TOT","NATUSD","A","2009",115.150067,
"JPN","PPP","TOT","NATUSD","A","2010",111.666587,
"JPN","PPP","TOT","NATUSD","A","2011",107.454281,
"JPN","PPP","TOT","NATUSD","A","2012",104.273972,
"JPN","PPP","TOT","NATUSD","A","2013",101.302673,
"JPN","PPP","TOT","NATUSD","A","2014",103.052076,
"JPN","PPP","TOT","NATUSD","A","2015",103.449739,
"JPN","PPP","TOT","NATUSD","A","2016",102.644578,
"JPN","PPP","TOT","NATUSD","A","2017",102.470366,
"JPN","PPP","TOT","NATUSD","A","2018",101.373359,
"KOR","PPP","TOT","NATUSD","A","2000",747.23596,
"KOR","PPP","TOT","NATUSD","A","2001",757.889612,
"KOR","PPP","TOT","NATUSD","A","2002",769.77179,
"KOR","PPP","TOT","NATUSD","A","2003",792.077217,
"KOR","PPP","TOT","NATUSD","A","2004",794.328703,
"KOR","PPP","TOT","NATUSD","A","2005",788.920135,
"KOR","PPP","TOT","NATUSD","A","2006",772.396454,
"KOR","PPP","TOT","NATUSD","A","2007",770.22206,
"KOR","PPP","TOT","NATUSD","A","2008",785.717886,
"KOR","PPP","TOT","NATUSD","A","2009",824.618828,
"KOR","PPP","TOT","NATUSD","A","2010",840.890196,
"KOR","PPP","TOT","NATUSD","A","2011",854.585723,
"KOR","PPP","TOT","NATUSD","A","2012",854.887268,
"KOR","PPP","TOT","NATUSD","A","2013",869.081422,
"KOR","PPP","TOT","NATUSD","A","2014",871.878106,
"KOR","PPP","TOT","NATUSD","A","2015",857.368025,
"KOR","PPP","TOT","NATUSD","A","2016",862.549513,
"KOR","PPP","TOT","NATUSD","A","2017",866.009087,
"KOR","PPP","TOT","NATUSD","A","2018",860.508185,
"LUX","PPP","TOT","NATUSD","A","2000",0.95572,
"LUX","PPP","TOT","NATUSD","A","2001",0.963247,
"LUX","PPP","TOT","NATUSD","A","2002",0.956996,
"LUX","PPP","TOT","NATUSD","A","2003",0.965785,
"LUX","PPP","TOT","NATUSD","A","2004",0.952076,
"LUX","PPP","TOT","NATUSD","A","2005",0.946363,
"LUX","PPP","TOT","NATUSD","A","2006",0.917643,
"LUX","PPP","TOT","NATUSD","A","2007",0.922309,
"LUX","PPP","TOT","NATUSD","A","2008",0.900045,
"LUX","PPP","TOT","NATUSD","A","2009",0.90282,
"LUX","PPP","TOT","NATUSD","A","2010",0.925712,
"LUX","PPP","TOT","NATUSD","A","2011",0.905099,
"LUX","PPP","TOT","NATUSD","A","2012",0.90679,
"LUX","PPP","TOT","NATUSD","A","2013",0.895254,
"LUX","PPP","TOT","NATUSD","A","2014",0.884138,
"LUX","PPP","TOT","NATUSD","A","2015",0.881025,
"LUX","PPP","TOT","NATUSD","A","2016",0.871545,
"LUX","PPP","TOT","NATUSD","A","2017",0.861496,
"LUX","PPP","TOT","NATUSD","A","2018",0.871872,
"MEX","PPP","TOT","NATUSD","A","2000",6.103027,
"MEX","PPP","TOT","NATUSD","A","2001",6.332835,
"MEX","PPP","TOT","NATUSD","A","2002",6.553697,
"MEX","PPP","TOT","NATUSD","A","2003",6.648073,
"MEX","PPP","TOT","NATUSD","A","2004",6.989209,
"MEX","PPP","TOT","NATUSD","A","2005",7.126862,
"MEX","PPP","TOT","NATUSD","A","2006",7.157871,
"MEX","PPP","TOT","NATUSD","A","2007",7.374153,
"MEX","PPP","TOT","NATUSD","A","2008",7.469532,
"MEX","PPP","TOT","NATUSD","A","2009",7.428654,
"MEX","PPP","TOT","NATUSD","A","2010",7.676843,
"MEX","PPP","TOT","NATUSD","A","2011",7.673013,
"MEX","PPP","TOT","NATUSD","A","2012",7.858708,
"MEX","PPP","TOT","NATUSD","A","2013",7.884359,
"MEX","PPP","TOT","NATUSD","A","2014",8.045318,
"MEX","PPP","TOT","NATUSD","A","2015",8.325895,
"MEX","PPP","TOT","NATUSD","A","2016",8.684357,
"MEX","PPP","TOT","NATUSD","A","2017",9.040807,
"MEX","PPP","TOT","NATUSD","A","2018",9.3808,
"NLD","PPP","TOT","NATUSD","A","2000",0.890427,
"NLD","PPP","TOT","NATUSD","A","2001",0.904707,
"NLD","PPP","TOT","NATUSD","A","2002",0.900863,
"NLD","PPP","TOT","NATUSD","A","2003",0.926529,
"NLD","PPP","TOT","NATUSD","A","2004",0.908621,
"NLD","PPP","TOT","NATUSD","A","2005",0.897139,
"NLD","PPP","TOT","NATUSD","A","2006",0.872821,
"NLD","PPP","TOT","NATUSD","A","2007",0.861031,
"NLD","PPP","TOT","NATUSD","A","2008",0.847775,
